artist,artist_playcount,artist_listeners,mbid,rank_global_artist
The Jins,2148878,170819,dc010eb5-ebdc-4b88-85cf-6db44c3a9ba3,8014
Sash!,5837888,581560,29e26734-788a-44aa-8d86-a452bc4232a6,8015
Sud,1738582,94826,f7d3863c-8bbc-4584-8e5b-fe44aa5cc21c,8016
Delta Heavy,5034566,272939,be166079-6f21-4d0d-af2a-9f55c4b34455,8017
Jean-Luc Ponty,2766532,210707,,8018
Dj Brunin XM,2912831,174048,,8019
Sunday (1994),1281886,100051,27e3f0c6-4127-4a7b-9d6a-97203d36b15e,8020
Andrew Belle,7977778,504495,246b1060-628e-4b02-ba6a-afd4868a6814,8021
Traveling Wilburys,8207125,626505,4387b544-e4d0-4f18-b74e-d4a5ba1582ab,8022
Sandy,5338015,226495,54e6b4e4-e3b8-4409-b2c0-c2f82b7ebd7a,8023
Ethan Regan,1321911,80632,04b685be-a7a7-4d54-8ea5-2b30a95fc0e1,8024
Slowburn,1800505,181753,76224191-ffe5-416c-9e1c-d1c0454f56cd,8025
MiMi,2770967,132084,3df1533d-f763-4ae7-b0cf-4f0eac619bcb,8026
Xuxa,5080644,237600,cf07508b-4762-4650-990a-23376e023f55,8027
Cerrone,3116068,344631,9ec90f51-2c4a-495b-b478-2dfc9c07f8bc,8028
Radio Free Alice,1383265,108659,8af999e2-b2f7-4095-af72-ba91b2683a16,8029
Vishal Mishra,2200818,101334,0090ccac-cad8-482d-8260-c1aa8b908c48,8030
Peach PRC,5105189,181752,c69882c6-a9aa-4cf6-b3ef-100336d49ddd,8031
Hyldon,1501904,121567,88565ca6-ba92-4c71-898e-ef8ed80266d9,8032
O Kannalha,1070775,109220,2af81c91-8253-435c-a804-6714c8043a4a,8033
Phony Ppl,4409251,367856,0daad2e7-9b0e-4aea-abc5-d1b21c3c12bd,8034
Jennifer Paige,2964923,445241,cb710d10-1b85-498e-814c-59c8c5939730,8035
Laffey,8533922,383586,9cf59327-ca4f-4656-aafd-ea7225111e6d,8036
Lola Indigo,6752773,171611,,8037
Lil God Dan,3438250,195127,052ff78a-e1cc-41cd-a31b-740e0c0cb219,8038
Beatboy,206033,20648,3f122a78-caa1-4ce5-87e9-5373d9071001,8039
Synestia,1819559,67884,485cf099-aa5b-434f-91f3-699f85348c83,8040
Johnny Stimson,3511740,305849,e527e6a8-4b5a-491c-8709-123f92fdc0e5,8041
Charles Wesley Godwin,2693694,128506,082e1531-e8ff-43ef-8f1c-7c6600b0c00d,8042
マサラダ,1212559,49723,feb1930e-4d98-4e7c-8771-58f70edc73d2,8043
UNISON SQUARE GARDEN,6194868,150774,265a2fb6-dde5-48d3-9e6e-47708aa5e10a,8044
ARTBAT,1838082,169360,f812b317-6cd1-4083-9798-b6a4e5f97400,8045
The Menzingers,17633217,259164,3071d829-b9ca-4499-b4f5-74d6d8531aed,8046
Audience of One,1118628,84411,d972ee28-ca32-4bd2-976e-4c8acbed35e9,8047
Yeng Constantino,1738694,86304,31151103-0548-46d5-9724-cbee6e860f91,8048
Bosx1ne,548483,46833,d3c8142c-3af0-47f1-ac53-95a8179869d8,8049
Sky Travis,1587085,170053,,8050
campthehills,332611,49369,,8051
Maria Daniela Y Su Sonido Lasser,2300677,110922,,8052
Jhin,1600751,128054,d8f5a332-ac4a-4af7-9f2e-848a60b9e3d6,8053
Amiel Sol,1173513,57977,fcfa8129-7230-4de3-8a6c-7076c36e4fc5,8054
RUBY ROBERTS,389029,46221,,8055
Jackson C. Frank,6479403,366271,ffa665e1-79c0-44fc-b963-6740619b91f5,8056
COALTAR OF THE DEEPERS,5751530,142220,e031ae5d-db68-4e06-980b-f828fe5b40dd,8057
kiyo,2651568,112595,d6a5e26d-cb44-4cca-b4fc-6d0d7d108205,8058
Juliàn,1826042,205410,1372f7ff-38c2-4a5b-8c69-d6be7eaeb0bd,8059
pLasterbrain,2022876,174162,55eb7104-5e64-4072-a880-c3847cb6a638,8060
Sylvie,743129,101284,aa021ee4-53dd-47c3-a3cf-35b894f8c919,8061
Field Medic,7131335,314350,4a42d940-ad63-4b06-a871-f6e37eab4c6f,8062
310babii,2303999,257828,6f8848a5-8b8d-490f-8e78-20e4d8bad179,8063
Adventure Club,4800401,334201,b9696d80-70c9-4c3d-be9d-8a525b125d23,8064
CCFX,927123,121999,0c5ef09a-e32a-4089-8981-948d1891ecfb,8065
Worry Club,1670890,184920,f22bdda8-0cb0-4973-ae53-6a51c3b50e79,8066
twen,1181004,96095,,8067
Gabrielle,7080660,675381,d55fe7ec-3c7f-44e7-b9cc-b025c4351f70,8068
Pedro Infante,2796322,226037,35b17a3b-601b-4049-9bdd-4933d8ec4e10,8069
Lindemann,9606308,216316,cc9060e4-ad8a-4b28-a19c-3ec6c93f8236,8070
Terror,14474997,299532,697eba1a-bf52-46b1-a19f-4d7190b63e5c,8071
Pete Rock,9191118,598563,39a973f2-0785-4ef6-90d9-551378864f89,8072
St Germain,4493392,329327,9a04dc8c-82f1-457a-a25a-3ff19e1b471e,8073
Jim Yosef,3204027,175810,c5c93480-5ab1-48bb-8e71-a0f654f8c909,8074
Veil of Maya,15459679,282459,32e740e5-95ea-42e3-b5e2-29f6630488e4,8075
Immortal,22178126,420154,b863cf80-19c6-4a87-8e42-6cff7ac8f18f,8076
Samrecks,1421909,103211,,8077
Lucio101,7066425,70284,58d0ae11-32f8-43ea-bf46-ed51c42085bd,8078
drezzdon,499174,41045,3b6ea5a5-380e-42a4-b09f-4bb78c8b63d7,8079
Lexi Jayde,4697411,268799,aa3f7575-d1dc-4076-bfc3-3d61bcd3baa2,8080
Mind,295654,44449,5e6a55b8-3ee0-4d8e-afe8-3f2f1365f45c,8081
Edson Gomes,2523940,90901,f544b133-af03-4fec-b625-5dd7413da599,8082
Elijah Kelley,1911143,218861,910ffd64-6956-4f87-ad60-3b67dcdd4022,8083
Los Piojos,4880382,121456,3311ad1f-a411-420b-9071-d7300095fceb,8084
All Natural Lemon & Lime Flavors,1698025,131040,e58287ee-3b59-4f35-b7b6-d9582bc1083e,8085
Brent Cobb,2048165,190905,98213b08-577a-43a8-8376-b267284558c6,8086
Resavoir,2226405,241858,b8acf43e-1ad5-4657-85a6-a75cc1f5e5fe,8087
Cattle Decapitation,13155500,227130,0bfb489b-7da8-4b28-b144-eee7599ed1e9,8088
Panoramia,2075043,203556,6bb69646-d76b-48a5-a77f-4f60cf4db5af,8089
Single Gun Theory,1131497,113941,0ccfd53e-a905-4cae-97c5-29e9f805744d,8090
Sahxl,874961,64406,79310fbb-e9ed-4593-b27e-8e1c0ad2c3f1,8091
Peter Tosh,10088398,850151,7db6aae5-6644-4513-9bfc-ca2e79d4469c,8092
Jack J,867766,138013,ed6233e9-7a01-42f0-8136-b4c7cc456d54,8093
Jennifer Hudson,9352832,890335,95b5d5b5-46c4-4c3e-89d5-ffe9236427ac,8094
HammerFall,35326849,711835,abf5f674-dbad-4219-b3ad-dbd6fb163c8e,8095
Ora Cogan,1204932,142692,5b1b9c77-dfee-42ce-a4ae-abee4d40d407,8096
Soulchef,2643976,302929,,8097
Nightly,4184333,189180,5fce6bcd-be89-4aa5-aa86-6d4e382d2621,8098
Baccara,2969485,448992,d17a5888-7775-4541-85d6-f6344f9e93b7,8099
Teenage Fanclub,13840177,553805,e6f8912b-7df9-4aae-b551-2cd03dc29588,8100
Pat Metheny Group,7244147,405848,66a7f1f8-0ad6-4e3a-9346-a643e2739a8c,8101
Vincent Mason,1081162,66552,483ccf02-0faf-458e-88fc-e39e03cb9875,8102
RRoxket,2130931,70905,77728f05-55ae-4031-99a9-94d3752fc620,8103
Louis Prima,6521452,788139,b5997eef-2516-491a-a10e-5cee842bbcdc,8104
Flogging Molly,42409741,1032642,c3694ddc-f7e5-40dd-9fad-90d11a2c50fa,8105
Cast - Liv and Maddie,1426096,181724,,8106
Cypis,3059046,209211,35966c6b-009b-4603-a4b4-fe2639c39f94,8107
Lizz Robinett,2047731,188437,8a2d5c98-b0b6-42b3-a11c-de1ce9f43cf5,8108
Donna Murphy,1902167,287034,447f856a-07c4-4317-a5dc-f7e7bd24e8de,8109
Gurriers,975057,81719,,8110
Teenage Disaster,5674613,99099,814d4a3a-e336-4043-adc4-c78e99d8ac00,8111
Los Lobos,6115602,707565,2b9967c7-3246-4658-a561-ded5408dd9af,8112
TopOppGen,1543502,24758,d64da9ce-db4c-48e1-8c24-46716f6b89a9,8113
Nails,11422625,238735,a7d9c5f6-751d-4ea5-bf6d-39f1751d44a1,8114
Białas,7560252,81798,962ae193-8e8f-4a9c-8f20-c5fb41509516,8115
Maude Latour,7009532,272422,d5d10709-f403-413c-910b-fd3fc28543a9,8116
Medium Build,2660013,177380,fbce62fb-53e1-4fb7-8d5d-f77a1b72a4e7,8117
Explosions in the Sky,75881924,1453381,4236acde-2ce2-441c-a3d4-38d55f1b5474,8118
Roy Blair,6605054,320878,fed32843-7385-4a3d-96e0-1dc12fc6809a,8119
Boris Brejcha,7405034,313834,ae0d1794-c9d3-4436-94fc-ceff6130da2c,8120
moonlace,452842,61667,434bc0b9-0a73-4321-8781-5bfe60c94032,8121
StarBoi3,2914622,393640,a3a18c7c-9211-4822-a41f-925d0b616f8e,8122
The Delfonics,4104847,489683,cfe0dee4-4409-46e3-bbf2-edac88971132,8123
Archer Oh,796261,69169,d3417811-5561-41ee-9a44-59c151bd7a57,8124
Fat Nick,4151561,237114,8739d68e-a0f2-4073-8873-8e5efe693b04,8125
LIL BOODANG,3372184,229426,3f8c6fb0-581a-4a92-8114-859d47b975a7,8126
HM SURF,5506593,469817,,8127
LOS DOS DE TAMAULIPAS,948185,37815,,8128
Sumo,5440686,160308,abfbd5c8-c763-45e0-b321-14f6268c8410,8129
Robbie Dupree,1226680,192687,4981fd19-16b6-4393-ae72-3f6e427ed677,8130
Masatoshi Ono,2083901,205898,,8131
Patience & Prudence,1840803,264898,970ec756-6038-4627-a8d0-379a0123cdd7,8132
Wane,2146168,15856,e2956d0d-5ed9-43a1-9a5e-8d0a99354dca,8133
Harry Chapin,3605686,479167,ae4e3542-7838-4a6f-b753-08216be5a6bb,8134
Edgehill,737792,64360,288a7535-59f5-4187-bec4-dac5fbca00a2,8135
Onew,6321599,121203,,8136
Gera MX,4067434,143366,50a7ba7d-02fa-4ce6-9e09-f2194238bbe5,8137
Super Simple Songs,8364915,174214,a642d9a4-f33e-4d6c-8e11-54a4bbf0f647,8138
Simone Mendes,7800731,183684,3d272d77-382c-44be-afe8-082e52bc67a7,8139
ENHANCED AUDIO,643791,99751,,8140
With Confidence,7033189,244237,7ebbfea2-3202-4ae5-b351-879d2cbcce8c,8141
Limi,1830292,131981,0e8629c5-b6d2-4f5f-888d-ae20aebfb09f,8142
Hellogoodbye,26796024,1053018,,8143
Erika Vikman,2826073,98116,18664f08-9700-4154-91cc-b7ac4e62da80,8144
Fumez the Engineer,8248879,243336,b889ebc7-d7a5-44dd-8421-ca778f572949,8145
godsystem,33011,9058,,8146
Spirit of the Beehive,7175639,371236,,8147
Martina Stoessel,3231234,115230,,8148
Guru Randhawa,1719589,90275,75939c77-b808-4e79-89ec-71d5cb0d453a,8149
Banda Magníficos,1807886,114662,09abe2dc-3021-47f8-94dc-8b2a1b6b693e,8150
Scandal,11156379,306724,c67f3a5f-f771-4788-9801-ef29c796d72e,8151
PSYQUI,3088073,129145,17844424-052f-4557-bdda-9fafc2fd5b66,8152
Ñejo,1266161,119559,8248c905-689d-4e36-9def-7c515c5ef5eb,8153
D-Block & S-te-Fan,5291130,193360,,8154
Elza Soares,6620334,375816,a619471e-ee2f-430f-b57b-262f94457559,8155
Ramz,2299280,234066,adbc1042-de61-4911-a124-167f3b3b8dc3,8156
Grand Puba,2211013,297609,fabe923b-4c57-4f77-b98a-198bf6ddc1b5,8157
Ardeon,1406075,200177,02bbc8d7-da26-4ed3-aa6d-b26b041ff6b0,8158
Xzibit,12340156,1195821,9e839dc3-55f3-4492-ad0e-a1a2e84275e2,8159
Gregory and the Hawk,11249900,425319,3f180da3-4d5e-4678-957c-15ccdb123d84,8160
Presley Regier,1835056,88582,00434be4-b3b2-4159-bbd9-15c81297f493,8161
Alex Sparrow,779548,106075,0b89935d-9d6d-4ad8-8b09-89228e09b0fa,8162
Betcha,2036006,144871,f7624896-84f0-4053-bf06-26ce6c729f3d,8163
Rooster,3259425,150918,b92d2240-5b0b-4877-a90d-4350a81eac04,8164
Feeder,22994825,975986,88a4cd4e-5dee-4153-8462-0d5e43c75f47,8165
Stephen,4542200,310456,a46c4693-1c04-4c88-a031-e2c6fd67bbd5,8166
Mc Marcinho,1644773,258655,,8167
Jonah Yano,2030191,250359,86da1981-9d9a-49d5-b2f2-f968132e2a46,8168
Marcelo Jeneci,3978600,203933,2cd7c5d2-2d5d-4753-91cb-e329ffa20f49,8169
Elastica,8138627,627635,46693641-1e2e-4aae-80ed-6b28170de63a,8170
The Cribs,21940178,925915,a3a92047-be1c-4f3e-8960-c4f8570984df,8171
LBI利比,1804489,55814,917b3d63-40f8-4df5-8af5-cc441df1a1ed,8172
Guardin,12540315,266756,,8173
Genrix,2589731,212595,,8174
Kate Nash,43691254,1526977,49018fd2-95ef-4f7e-92bb-813159909314,8175
Skegss,5800658,237496,6240c77b-82be-42d9-8199-9e4dba700c00,8176
Nesya,1980382,139260,,8177
ASTN,4899664,318246,0a15f092-0d63-4707-bed6-94b210921fde,8178
Pantera Blue,586618,74318,,8179
Jazz Liberatorz,3817217,299758,8f37dbd8-7000-47ce-9d80-50e305b6ef9d,8180
Claudio Constantini,722148,118416,e59c542e-3aa7-4d3b-9322-bdc2cc0d099a,8181
bluerra-sai,1365635,152627,,8182
オグリキャップ (CV. 高柳知葉),836439,31399,,8183
AJ Vitanza,693798,35993,,8184
Ryan Lott,469397,49040,5b6b612d-1bdb-449e-83c8-c119a0e67c52,8185
XI,3740336,126318,5309ca0c-9442-4584-b4aa-b26d3742a4d2,8186
Nik Kershaw,5528502,518064,6286e04b-7bc1-4f22-bca5-fdd34d1b0d93,8187
Our Lady Peace,17374280,732631,78661da3-894c-4947-a34b-fb7edf585d9b,8188
Nikki Blonsky,2171825,257230,ff76dd0f-d177-4de8-88f4-709c4acefd5d,8189
Fastball,5501045,603563,dc083bd6-41a3-436e-9e0a-28b4dc773820,8190
Oro Solido,1169070,156659,,8191
Tony Effe,3502485,74861,d524cb57-ccdd-4f07-8eaf-9f184f3a3ff3,8192
Dinamarca,2332109,122320,ad35e71a-b119-4856-bc87-a022ac6ce376,8193
Ethan Low,3175505,136820,a0b7a3e1-72dc-46e9-88bb-bd56c8b5c0fe,8194
Norma Jean,20210233,452068,a02b1a45-271c-4bc3-9d82-68bb896cb5fd,8195
Tevvez,7294755,222083,92ced488-d102-44b5-a3b7-18f9aa67cf66,8196
Makaveli,3652370,309991,e263a1d8-8228-4ede-9e17-7acf8470165a,8197
Poshlaya Molly,2794526,78505,,8198
JANNABI,6035832,195885,,8199
Luidji,6052357,95425,d30b235e-0967-44a2-8338-2530806fe525,8200
No Pressure,4461389,97462,56fd0f1e-0c83-450d-8a65-14074f15c138,8201
EI8HT,2001853,226898,,8202
Medina,7117662,317032,9bfda160-0f1d-4a90-aaa6-b7142ac0dd55,8203
Terraplana,3260135,90014,,8204
Doruksen,1344099,134004,05724f21-9286-4d67-aa5d-c2269b4997dd,8205
Donaty,378727,33611,047b01fe-1d0a-457b-86e6-cba88810fd91,8206
Forth Wanderers,4783264,233891,b1ab0028-8176-4d1a-bcdc-7fa179a578de,8207
Alfie Jukes,2032837,126835,cc226921-5634-435d-ac2a-94be8ca978d2,8208
SB Maffija,8666139,71149,111cd704-91cc-4135-92a4-65d7e86d1c87,8209
Teoman,9185968,167765,5b4237d9-d8e9-462b-a76d-558522a5871c,8210
Kaydy Cain,4144769,94585,7e2012a4-2752-46c1-90b8-f48f3fa43412,8211
Barış Manço,5115827,151046,33736d61-e2a2-4070-88dd-ad2e173d174c,8212
CHON,9688599,288132,d7235f31-229a-4c04-abca-14e0fbcba26e,8213
Olive Jones,250738,64890,6ce8b17b-b6c9-4f18-845b-ee8dd335bc85,8214
Night Club,3477086,147891,9b4f5b14-6a84-4340-b290-194212716380,8215
Riot,5605848,263854,6a039a70-f645-40a9-b95c-74e9f013b0e8,8216
Wiley,9764715,691848,d0f61299-9caa-4e6b-8b10-2839de120b27,8217
The Starting Line,19185798,784798,9701356d-08d9-45ba-975d-977ab466e7be,8218
Chicano Batman,3853545,246769,46efbaa6-1bf3-44b5-8838-67f77d77aa96,8219
SEKAI NO OWARI,5407186,194971,d9dbfe6a-8346-4337-8614-fe96aab63927,8220
Foghat,5328801,731528,3cc3942d-bbfc-446d-a8f4-f0e1e238ca86,8221
Karma,2495253,236822,031bc0f9-e9d3-4059-8597-3ce1a87598f3,8222
AniRap,3871532,37352,,8223
Golden Earring,7121284,653541,75336c3d-2833-46cb-8037-b835cd7d646d,8224
Gossip,17635830,875995,0f96c38b-8e21-4571-afe0-cb11196a8acd,8225
Ano,2470118,122914,5e6e93c7-107d-4b3d-aa97-129846ae8ef5,8226
Fiji Blue,5803016,314058,0d36c13c-eb19-4052-be39-c47965d45c65,8227
Cumulus Clouds,755338,112649,,8228
Clayton & Romário,2867259,128588,7963525b-c7f4-4bff-906e-3ba5907509b9,8229
Vince Guaraldi Trio,22133996,1267344,744b52c8-509b-4451-abfd-a17d18d4bd1d,8230
Yasumu,4318289,358468,92c3cc97-801c-4421-8006-66c8abc0309d,8231
Wonstein,2469743,163517,fc2a8a28-b81c-449a-9f6d-6e67c19801d4,8232
bbpanzu,955952,44976,,8233
BEGE,2022386,40576,93a7d3ef-3e50-401c-a372-c68e375e28e6,8234
Hoax,2532512,224217,af27665f-6b5f-45eb-b50f-a6d2dfb4d8cf,8235
Elxnce,407184,44555,,8236
Have Heart,16480657,254526,e519e012-e1a3-4592-b3f6-5a16227ab654,8237
The Rapture,19910981,1128963,3697647f-1839-479e-98a1-9ad39004d923,8238
Evgeny Grinko,4553926,335131,ccab448f-b78c-435c-8943-69c90716bedc,8239
Rkomi,5009509,78446,2de1d7dd-a48d-4078-95c0-357c57aa5d40,8240
Eric's Trip,3074474,176459,,8241
Aaron Hibell,1425923,129067,9d2328f6-b608-4103-895a-e04375580d83,8242
Noctivelle,225160,54039,,8243
TWO LANES,3479416,355029,3f808f31-4631-43f4-81b7-c98594744421,8244
A.C.E,8661027,187720,001a5250-5923-4c04-8481-1b3752b164ce,8245
Leto,4421639,71476,17a683ff-b39d-441f-88df-c71520224ff0,8246
Milionário & José Rico,2146587,135582,b667be67-2c26-490d-a665-22d1d8113dd6,8247
Dan Romer,3505317,174432,8a1947c0-a18b-4d82-808c-c687323f6669,8248
Stim,3144167,89070,d7bdd112-3410-49c7-a210-663c04e8fe12,8249
Bodysnatcher,2150465,102793,8f6812e7-5525-43af-bbf1-d0885b78618f,8250
The Slaps,2085513,159205,35400219-c689-41f9-855d-9c5a0137f4f6,8251
Bambi Baker,1549755,84339,5bc9e10a-23f9-4bda-9ad0-2a7c05937dac,8252
Ex Battalion,1191421,56295,5e46c83b-1704-47aa-aed8-3044eb661d86,8253
Sadness,5942190,155762,025c8a63-88c2-4f1c-8852-ffe466ea2118,8254
Boaventura,3183885,51150,,8255
Sad Lovers & Giants,2793450,201896,,8256
Edwyn Collins,3772677,488470,14c0c282-e0c1-46fe-acd1-9a015ba721c5,8257
Thiago Sub,550786,79898,1adc1421-1163-4d2a-b248-96868e0c5d6d,8258
Tangerine Dream,14700795,656524,23d8426c-18c7-46e6-a51d-7395bd43c641,8259
Angel Du$t,5123350,181721,36c8b01c-cd8b-4ecd-b3fd-9f4f73371d2b,8260
AZ,7328685,575701,0506bf37-90d7-4654-9585-b4800dc945d5,8261
Morgenshtern,6474184,167925,,8262
Corey Hart,3431927,545056,32673e42-5ba2-4528-b3fe-a000a0c606e3,8263
MY FIRST STORY,5859159,157402,fa626cc0-3274-428a-872e-9d471b564486,8264
The Strumbellas,4599153,450212,2a9b17db-4f22-4ffa-a547-4fdfda1ce946,8265
Rita Payés,1670004,154451,4a473438-84da-4721-854b-2134c8e568f4,8266
Dion & The Belmonts,3614251,491180,236459d6-f9ea-4f89-9239-21c0bedaaf25,8267
Prewn,560005,75802,9546cb60-dae3-46f0-a94f-d7d87a3e1ef2,8268
Violet Grohl,144789,38877,c17f32b5-66fc-4d73-99c9-2085201ff9a6,8269
Slutever,3351072,230371,f8887032-74fc-4ce0-87df-963ab10b2629,8270
Gael Garcia Bernal,1975566,263048,,8271
Luke Faulkner,1726444,268677,e221aacc-4391-41e8-b0d8-7fd8825aac5e,8272
Lee Young Ji,2245665,160514,,8273
Cat Burns,3912218,322132,a311903e-7f66-448e-af44-c1266840a906,8274
MC Zaquin,2644175,197355,20901cb8-01b7-4e67-b1e6-e9470a61f169,8275
Cameo,4357544,668063,ef4d808a-2113-44c3-9b44-1b31f026ef1e,8276
Steve Jablonsky,14241436,527072,c8dbc2ee-66f2-4fe6-8d7c-8b958bc97d99,8277
Sunday Scaries,979842,133435,5835d7bd-d090-4265-b7ba-beaafa638ab1,8278
AJ DiSpirito,4469950,69602,3d62cfdd-8b2e-448f-8278-38df50b00a73,8279
Air Traffic Controller,2807791,224021,27579e8b-aa5e-4e4e-b617-d71e1f0f7933,8280
KiNG MALA,3727210,190588,585e7607-efcd-4c78-b1db-11aa39c863fd,8281
Melanie La Barrie,716992,41503,c67f17f4-5e1f-48a2-9b8d-b029f19e83ed,8282
Houshou Marine,1210867,42852,,8283
Albert Hammond Jr,4461854,281405,,8284
Phillipe Cloé,138884,39847,,8285
Carl Douglas,3025185,641847,2100ca6c-5a1d-463e-b50b-7e649debc454,8286
Nubiyan Twist,1033592,113056,4fdddb48-b8a0-470d-9db4-e5fc77230d59,8287
Victoria Justice,2367287,144067,4ce94c22-acbc-4535-a0e4-b8a8d002887e,8288
Aram Khachaturian,2478193,414553,,8289
Awaken I Am,2286081,137620,ef5aee66-e088-4703-aa4f-0774195cd53d,8290
Pentagram,9850051,286369,d7e9b9e7-8ac3-4be4-85c8-64601d68261c,8291
Art Blakey & The Jazz Messengers,5586650,556930,209ddf15-ee0a-41a1-a1f5-6f4c0409d2ee,8292
Maajins,2885622,65019,9cc219c3-0600-4b15-a967-cc2529cb05d6,8293
Weval,6618555,286173,cda72260-9583-4fc5-95a2-ce5de94d7c99,8294
Angelmaker,5088925,139109,,8295
The Absorption,98837,26823,,8296
A Dreaming Machine,2038969,195432,,8297
Hold,2454639,151516,095322eb-4d49-459d-8227-0a4ed12232ea,8298
Always Mirin,2146827,126680,f04a5a8a-d1e7-40ee-84e3-2ee002bb61eb,8299
grindgwap,367094,36405,,8300
Bragolin,1363610,123152,405f339f-eac9-4519-9f51-c397a2b7851b,8301
guitarbf,1933310,29559,,8302
Amorphis,44978898,558951,efaefde1-e09b-4d49-9d8e-b1304d2ece8d,8303
Alfie Templeman,7173572,427325,62bddca9-11d7-48cd-ba2f-ac9e46530e7b,8304
Planet Hemp,9930652,191131,c42caf47-70e0-4c82-a262-3c9aa8e2b475,8305
Cheekface,4794085,125099,fc0b6d53-d174-4b91-9c8e-dc0564275ff6,8306
Eric Reprid,4857621,183991,b488337f-b6e0-4170-a1c9-b2f139dd61b2,8307
Kowloon,1683509,206565,f536ed2e-57ce-4b5b-a85c-79559b76987d,8308
Dee Mula,1098640,105975,96307c52-f95a-4941-b994-b1dd6ed61ec0,8309
Hana,3239602,200401,25d148da-1af8-464b-8179-3418878fe035,8310
Shaed,4630448,505244,,8311
Ill Niño,20071497,831559,91e2e08f-abd7-44d6-9a84-b8a4afa8a265,8312
Michael Schulte,4251549,343536,5ea48d60-26c9-406c-aed3-a450bb5d8e86,8313
Alisa Okehazama,1722639,103769,,8314
Daði Freyr,5482252,264453,4bea512e-c8d9-4a5f-94bc-c01f85505e9b,8315
Kevin Jz Prodigy,1803040,191492,,8316
Soul Asylum,7142907,833215,b10db9ad-b4c3-47f3-a7a4-37864b134f65,8317
AKB48,25977216,189813,be547bca-8718-4762-bf1b-34a3bdb4938f,8318
Dee Billz,2656373,168929,c67997f7-2278-48c1-a59f-0767f54cf99b,8319
"Evelyn ""Champagne"" King",2636877,391078,,8320
Amba Naturale,493126,59153,,8321
Tobii,1367488,77568,2ad1f968-090f-42f8-baef-b32936a98450,8322
La Fève,11396460,62795,060d707e-c7ac-4955-866f-4d227ed2661b,8323
Oliver Malcolm,1237168,144789,4841f3e1-6a67-41c8-83e9-589e81799139,8324
Tropkillaz,4503624,342404,b2152f2d-c2c6-46fa-b3cf-44055c2c86af,8325
Big Baby Tape,6022354,105696,010e86e0-94f9-4751-9937-0284f1789fb3,8326
Armor for Sleep,16138074,606205,a5be6906-b6ad-43af-ae65-ec4f9aa6c40b,8327
Espinoza Paz,1761076,121081,3c540922-e986-4f7f-87c9-8fe34ec72bb9,8328
Threee,177936,23807,,8329
TommyMuzzic,2579125,210310,6f58b9f7-2c58-4b04-b48c-67705eadc105,8330
Wild Rivers,4953058,288591,ffd11889-af95-42ed-b0ee-315df62510f5,8331
2 Unlimited,5386543,588129,515b236c-cce1-4dc2-aedd-50de7b1736e2,8332
Mr. Polska,2461680,131962,805e884f-801b-4ab0-afc8-9e75f9e23281,8333
Carol Ades,1459189,96884,5fe67b7e-2cfe-46a7-afe0-37018d579775,8334
Pop Evil,5919307,377988,8e3ce660-79ed-4072-bd3d-e8db7a409946,8335
Barbara Lewis,1788140,297347,79708fc2-d3ae-4a1f-9514-3e49e8c056b6,8336
Joe Jonas,4809889,345814,79e1bb77-fd8b-42ab-8043-892af5370f0b,8337
BADVILLAIN,3123739,105074,0f0ce763-6a74-4714-9c02-7cdc8bdea5e3,8338
Girl Scout,354101,49693,6d5ce39c-2508-44ab-a83c-2bb5ce4315f3,8339
Oberhofer,4379830,444562,1c216af5-1ea9-4b7e-9046-a9ed1eb43476,8340
Cookin Soul,5318878,365543,,8341
Michael Seyer,3969291,300934,01d243c3-ff03-4470-ae10-a232981ee5b5,8342
Grace VanderWaal,5196240,390866,b6033715-9456-4697-a2ef-ce8988b8a46c,8343
Malibu,2881772,218628,1d13a1e7-b79f-44c8-987a-e0bfac76e19b,8344
Gábor Szabó,2598115,241024,ee69197a-ca57-42ba-bd23-93b756391a5d,8345
WitchBox,1911349,37636,,8346
Kobaryo,4246099,100758,2ac4d851-c5d9-48f7-8164-699cc5ce02d1,8347
Chris Honor,165488,14141,,8348
Aka Rasta,5186657,124008,32edaa20-6095-4b77-af9c-26b856d22112,8349
Falamansa,3958859,252046,ff139832-b7c8-4246-b601-e4b0714a80cd,8350
Krobak,1075149,75506,1f381976-ea4d-47f0-badc-31e2223b382a,8351
Yellow Magic Orchestra,11454176,338564,ac5af671-1df0-4312-8b7b-e61992ecc883,8352
YC,1160563,57407,90bc6d73-6d26-421e-932d-e142ee528ceb,8353
AKano,3018709,260164,,8354
BAK Jay,2182025,91509,9ebf7438-7152-4f87-89cd-90a4d6d1484e,8355
Katinguelê,1280866,138178,3b72c1fa-34cd-4b28-b9dc-bf4e15a303df,8356
JANK,3850171,157343,e390cea5-84d8-408b-af95-e93ebc69a567,8357
Numl6ck,4149044,160919,63798cda-b6e3-47cf-b21c-501e18e7b8e1,8358
Halo,4523225,240767,4ee5b82a-d496-4c68-ab82-6ed51500a3fa,8359
Glenn Frey,2601420,395852,a717be4f-8b3d-4355-b33c-2b84f88fe40d,8360
Palmistry,3662080,228212,e96eba11-9d2b-48e7-9053-1d5987c945f0,8361
Rodney Atkins,5608688,576092,51e607d4-e28d-468d-8e21-429aa9ce0206,8362
The Ataris,17879169,927215,57805d77-f947-4851-b7fb-78baad154451,8363
Omar+,555311,48651,91d7f956-3721-4c53-9035-f3aad3ae415a,8364
Turbo,5458444,280286,e38ce076-1856-4352-818c-b807dc7420a9,8365
